ItemName,Zone,Rack,Slot,Slot Dimensions,Max Weight,Near Picking Zone,Near Packing Machine,Near Outbound Gate
Bleach,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Screws,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Plates,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Cereal,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Action Figures,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Camera,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Gasoline,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pens,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Headphones,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Paint,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pans,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alcohol,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Academic,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Paint,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Non-fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pots,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Foundation,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Football,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Notebooks,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alcohol,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Plates,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pans,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Laptop,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Drills,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Batteries,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Board Games,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Football,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Comics,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Hammers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Drills,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Puzzles,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pans,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Drills,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Gardening Tools,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Bleach,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alkali,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Salt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Oil,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pet Food,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Basketball,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Rice,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Markers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Staplers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Shirt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Plant Pots,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Oil,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Seeds,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Rice,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pens,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Detergent,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Car Oil,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Camera,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Mobile,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Mascara,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Bleach,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alcohol,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pet Care Products,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Dolls,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Camera,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Acid,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Prescription Medicine,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pet Food,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Basketball,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Gardening Tools,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Screws,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Notebooks,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Detergent,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Shirt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Prescription Medicine,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Acid,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pants,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Car Oil,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Detergent,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Batteries,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Prescription Medicine,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Non-fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Acid,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Bleach,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Markers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Staplers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Basketball,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Mobile,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Comics,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Staplers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Sugar,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Jacket,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alcohol,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Hammers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Camera,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pots,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Jacket,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Batteries,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Basketball,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alkali,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Shirt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Painkillers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Action Figures,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Dolls,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Puzzles,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Seeds,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Detergent,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Detergent,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Cutlery,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Paint,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fiction,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Seeds,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Paint,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pet Toys,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Painkillers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Gasoline,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Laptop,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Board Games,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alcohol,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pet Care Products,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Action Figures,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Plates,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Painkillers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Plant Pots,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Shirt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Basketball,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Shirt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Notebooks,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Vitamins,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Mascara,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Drills,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Laptop,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Rice,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Jacket,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Notebooks,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Fertilizer,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Acid,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Salt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Plates,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Vitamins,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Prescription Medicine,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Football,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Camera,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Headphones,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Acid,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Dolls,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Gasoline,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Eyeliner,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Hammers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Vitamins,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Rice,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Rice,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Nails,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Painkillers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Shirt,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Action Figures,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Pants,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Comics,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Comics,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Cutlery,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Hammers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Staplers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Cereal,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Plant Pots,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Painkillers,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Action Figures,Zone 5,Rack 2,Slot 1,"[54, 40, 46]",2210,False,True,True
Alcohol,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Non-fiction,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Dolls,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plant Pots,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Shirt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Paint,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Dolls,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Salt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Gardening Tools,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Pet Beds,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Fiction,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plant Pots,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Prescription Medicine,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Academic,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Prescription Medicine,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Car Oil,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pens,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Car Oil,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Wipers,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Seeds,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pens,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Jacket,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Salt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Notebooks,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Staplers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Acid,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Batteries,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Shirt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pet Care Products,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Rice,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Laptop,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Mobile,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Alcohol,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Dolls,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pots,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Prescription Medicine,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Mobile,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Football,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Board Games,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pans,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Camera,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Tires,Zone 5,Rack 3,Slot 2,"[71, 75, 59]",2088,False,False,True
Cereal,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Markers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Wheat,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Board Games,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Puzzles,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Hammers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Alkali,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Shirt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pans,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pens,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Markers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Painkillers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Mobile,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Shoes,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plant Pots,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Foundation,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Markers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pet Care Products,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Puzzles,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Car Oil,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Car Oil,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Action Figures,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Gasoline,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pens,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Board Games,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Notebooks,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Prescription Medicine,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pet Care Products,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Wheat,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Painkillers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Eyeliner,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pet Care Products,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pants,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Car Oil,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Fertilizer,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Basketball,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pet Food,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Jacket,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Markers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Tennis Rackets,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Hammers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pots,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plant Pots,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Basketball,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Jacket,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Acid,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Vitamins,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Car Oil,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Car Oil,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Shirt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Foundation,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Acid,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Comics,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Vitamins,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pans,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Academic,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Shirt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Comics,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Football,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Eyeliner,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Board Games,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plates,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plates,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Hammers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Dolls,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Mobile,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Jacket,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Batteries,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Tennis Rackets,Zone 5,Rack 3,Slot 1,"[76, 66, 40]",770,False,False,True
Mascara,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Markers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Cutlery,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Alkali,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Camera,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plates,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Laptop,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Vitamins,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Hammers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Prescription Medicine,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Painkillers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Vitamins,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Markers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Vitamins,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Salt,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Painkillers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Paint,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Staplers,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Gasoline,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Headphones,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pet Toys,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Detergent,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Sugar,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Plant Pots,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Basketball,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Mobile,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Drills,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Pens,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
Vitamins,Zone 5,Rack 3,Slot 3,"[49, 34, 39]",1444,False,False,True
