ItemName,Zone,Rack,Slot,Slot Dimensions,Max Weight,Near Picking Zone,Near Packing Machine,Near Outbound Gate
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shirt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Academic,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Car Oil,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gardening Tools,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Sugar,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gardening Tools,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Non-fiction,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Board Games,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shirt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gardening Tools,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Fertilizer,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Board Games,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shirt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Board Games,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Salt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gardening Tools,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Chair,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shirt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Chair,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Sugar,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Chair,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Sugar,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gardening Tools,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Academic,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Non-fiction,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Bleach,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Bleach,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Chair,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Bleach,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Bleach,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Rice,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Hammers,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Hammers,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Sugar,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Bleach,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Chair,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Hammers,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Rice,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Board Games,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Car Oil,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Rice,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Salt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Academic,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Chair,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Board Games,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Non-fiction,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Rice,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Fertilizer,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Academic,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Sugar,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Academic,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Beds,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shirt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gasoline,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Non-fiction,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Chair,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Salt,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Food,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Hammers,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Rice,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Non-fiction,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Batteries,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Plant Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Academic,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pants,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pans,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Drills,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Academic,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Alcohol,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Fertilizer,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Paint,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Dolls,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Gardening Tools,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Detergent,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Jacket,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Board Games,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Rice,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Laptop,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pots,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Shoes,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Notebooks,Zone 2,Rack 3,Slot 3,"[63, 52, 63]",2207,False,True,False
Pet Care Products,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Prescription Medicine,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Gasoline,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Mobile,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Prescription Medicine,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Alcohol,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Jacket,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Salt,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Mascara,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Alkali,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Cutlery,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Fertilizer,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Puzzles,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Fertilizer,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Plant Pots,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Notebooks,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Acid,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Paint,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Rice,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Eyeliner,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Hammers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Pans,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Eyeliner,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Chair,Zone 3,Rack 1,Slot 3,"[50, 77, 68]",1919,True,True,False
Laptop,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Vitamins,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Nails,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Pens,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Foundation,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Wipers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Hammers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Eyeliner,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Wipers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Pots,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Puzzles,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Paint,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Pots,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Painkillers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Camera,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Comics,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Staplers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Basketball,Zone 3,Rack 1,Slot 3,"[50, 77, 68]",1919,True,True,False
Wheat,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Salt,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Notebooks,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Nails,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Pet Food,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Car Oil,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Shirt,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Screws,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Eyeliner,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Notebooks,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Painkillers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Pet Food,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Bleach,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Lipstick,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Paint,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Drills,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Plates,Zone 3,Rack 1,Slot 3,"[50, 77, 68]",1919,True,True,False
Nails,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Drills,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Hammers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Bleach,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Detergent,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Gasoline,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
Markers,Zone 3,Rack 1,Slot 1,"[76, 45, 73]",605,True,True,False
